N,P,K,Temperature,Humidity,pH,Rainfall,Crop
23.61,12.59,39.14,28.83,59.73,5.67,238.39,Wheat
109.02,81.05,38.15,33.48,88.0,7.04,74.03,Sugarcane
77.73,47.98,11.73,29.76,88.12,6.43,271.85,Sugarcane
109.2,88.32,47.98,24.37,54.21,5.97,137.41,Maize
103.43,41.84,35.05,22.49,66.22,6.64,164.3,Sugarcane
95.32,41.49,10.46,30.51,61.35,6.3,134.89,Barley
38.3,20.65,35.62,20.55,85.72,5.32,238.16,Wheat
30.1,44.23,9.98,25.04,88.35,6.41,71.21,Barley
59.97,58.71,40.92,30.48,68.09,5.57,201.77,Sugarcane
101.09,15.62,60.14,30.88,88.81,5.82,135.91,Soybean
74.06,51.22,66.52,26.26,50.8,7.05,100.88,Soybean
77.49,53.11,78.25,22.75,53.1,6.62,118.27,Barley
119.43,31.84,59.22,20.64,66.94,6.02,285.24,Maize
74.17,50.58,67.08,26.3,50.53,6.91,100.85,Soybean
77.11,53.25,78.12,23.05,53.04,7.38,118.26,Barley
86.5,54.17,74.4,33.77,87.61,6.68,137.83,Maize
34.4,52.47,26.85,21.62,76.31,5.65,111.92,Sugarcane
113.88,9.94,31.09,34.37,59.95,7.42,278.4,Groundnut
52.9,86.12,55.84,33.49,55.84,6.77,63.51,Wheat
91.13,17.1,11.85,34.55,77.21,6.78,229.44,Pulses
20.65,33.7,40.21,31.43,86.15,6.77,177.4,Wheat
113.23,49.22,51.99,34.72,84.06,5.81,227.93,Groundnut
83.02,31.28,21.77,32.23,55.01,7.29,269.87,Sugarcane
35.18,76.92,64.57,30.46,70.83,6.84,237.62,Cotton
24.2,13.05,39.04,29.57,60.45,6.46,238.04,Wheat
98.18,52.4,34.06,21.24,63.07,6.02,51.61,Pulses
60.35,59.48,40.73,30.72,68.17,5.87,201.6,Sugarcane
89.04748824317439,29.359166002207118,44.22206375285389,26.156182947927107,60.67909620691098,6.751896959467583,251.1538747746244,Pulses
29.82,43.55,10.3,24.69,87.57,6.9,70.71,Barley
59.16,72.61,61.65,26.8,58.74,6.81,60.29,Millet
38.33,20.58,35.94,20.66,85.55,5.62,237.94,Wheat
116.38,18.28,65.57,21.6,65.94,6.36,298.97,Millet
95.08,47.73,63.12,28.54,84.85,6.53,145.02,Groundnut
53.31,23.94,21.75,31.35,62.27,5.54,277.67,Millet
38.15,17.37,25.24,30.96,76.2,5.99,246.88,Barley
96.87,40.68,29.16,28.25,65.98,6.52,135.8,Maize
20.86,77.76,67.48,31.32,72.69,5.85,53.02,Rice
79.2,18.14,27.98,27.24,85.0,5.99,226.09,Maize
21.46,78.5,66.74,31.49,73.17,6.36,53.39,Rice
25.94,44.31,56.44,23.33,54.85,5.77,287.24,Wheat
69.69,17.73,20.79,21.05,50.57,6.58,125.61,Soybean
115.77,18.24,66.16,22.48,66.49,6.78,298.84,Millet
88.34,23.0,25.39,21.17,60.2,7.79,136.05,Sugarcane
72.99,52.16,45.44,31.68,65.5,5.73,111.86,Millet
105.36,78.71,43.88,28.41,81.76,6.41,164.06,Sugarcane
42.47686896724964,17.554109861067,75.49618665146834,20.36955765243567,84.58740346214876,5.74345521702525,159.5499385297929,Cotton
19.97,71.88,29.88,27.4,53.25,6.67,245.77,Pulses
119.16,31.73,59.21,20.16,66.69,5.14,284.72,Maize
60.05,27.38,79.29,21.91,69.55,7.3,296.7,Wheat
28.61,36.37,20.14,22.12,84.66,7.55,124.21,Sugarcane
60.2,59.23,40.5,30.09,67.62,5.96,202.0,Sugarcane
108.99,81.13,37.62,33.86,87.57,7.65,73.61,Sugarcane
52.96,86.01,56.22,33.17,56.27,6.35,64.11,Wheat
30.1,43.68,9.75,24.59,88.11,6.67,71.48,Barley
87.62,23.46,24.61,21.08,59.81,7.31,135.87,Sugarcane
59.79,58.79,40.71,30.77,68.47,6.0,202.08,Sugarcane
60.86,35.86,58.16,23.6,75.81,5.81,160.06,Millet
28.96,35.9,20.42,22.31,84.5,6.84,124.47,Sugarcane
69.52,89.13,46.77,20.82,84.08,6.94,99.16,Groundnut
109.67,37.56,54.15,32.21,61.74,5.57,233.99,Groundnut
56.15,52.08,46.23,23.43,80.77,6.23,284.48,Groundnut
36.88,26.78,67.95,23.16,56.89,7.79,288.7,Sugarcane
29.29,35.91,20.44,22.41,85.39,6.77,123.76,Sugarcane
91.84,80.93,33.8,21.98,51.14,6.11,146.9,Cotton
113.91,10.13,31.38,34.37,60.32,7.39,277.79,Groundnut
46.59,52.4,14.24,25.2,65.62,6.81,184.25,Sugarcane
44.85479821876896,11.585916913850367,68.00240145308989,25.368315702580812,85.37117502189187,6.2169729779216745,74.29799513056531,Cotton
52.78,24.36,21.75,31.45,62.21,5.76,278.12,Millet
55.3,58.21,72.29,28.0,55.28,7.27,119.96,Rice
38.5,76.2,77.86,22.16,58.65,5.89,209.51,Sugarcane
24.66,86.62,36.49,28.69,87.44,6.2,227.93,Sugarcane
70.13,89.46,47.25,20.72,83.53,6.28,99.38,Groundnut
53.06,86.37,55.54,32.82,55.56,7.12,63.86,Wheat
82.95,30.97,22.25,32.21,54.67,6.63,270.07,Sugarcane
36.93,63.62,31.93,28.41,74.98,5.62,139.03,Maize
37.47569674917163,76.10464552173167,77.5246482407016,22.88711806159169,59.10253316122065,5.864709580389204,211.05405429083936,Millet
92.24,81.11,34.49,21.76,51.06,5.69,146.99,Cotton
97.39,60.24,24.52,32.14,52.32,6.62,283.22,Wheat
24.84,87.33,36.02,28.35,86.63,5.83,228.38,Sugarcane
78.46,56.45,76.87,31.84,87.35,7.22,297.89,Groundnut
108.78546218805863,87.9761672296031,47.723477032241206,24.68517219359797,53.74639602468763,5.710022368606978,137.69411035973403,Sugarcane
33.29,24.37,15.08,19.82,50.18,6.69,74.8,Pulses
116.07,74.37,16.25,30.71,64.88,6.45,197.0,Maize
58.07,47.77,19.7,32.92,88.64,7.73,184.44,Maize
71.62,52.87,70.92,25.93,50.55,7.3,254.17,Wheat
100.85,15.62,59.98,30.33,88.98,5.87,135.6,Soybean
41.7,17.04,76.36,20.75,84.57,5.37,158.74,Maize
54.67,58.45,71.52,28.47,54.74,7.89,120.23,Rice
30.4,44.04,9.72,25.41,88.3,5.97,71.09,Barley
58.05,47.84,19.98,32.58,88.53,7.57,183.61,Maize
72.75,27.45,24.6,25.82,89.35,5.64,250.97,Sugarcane
37.23,64.37,31.94,29.07,75.26,6.31,138.69,Maize
96.98,59.79,25.03,32.39,52.46,6.12,282.58,Wheat
23.75,77.46,17.24,34.86,60.97,6.29,206.17,Rice
72.95,26.71,25.2,25.81,89.46,6.45,250.66,Sugarcane
25.83,74.99,53.95,20.57,89.19,5.72,91.75,Rice
95.96,36.55,24.83,24.47,55.39,7.38,213.75,Sugarcane
24.36,77.25,17.46,34.5,61.16,6.42,206.16,Rice
96.83,59.65,24.9,32.45,52.42,6.83,283.33,Wheat
116.21,84.98,36.61,21.44,64.11,6.87,92.34,Pulses
97.15,60.35,24.58,32.19,52.01,6.54,282.7,Wheat
73.3,51.88,45.44,32.52,65.74,5.55,112.05,Millet
109.72,38.08,54.12,32.34,61.92,5.37,234.13,Groundnut
61.01876774877377,35.64769545234537,57.56067221499932,23.903786790161696,76.46962732625329,5.8932249427500984,159.81456672489074,Soybean
103.45,45.42,12.66,28.47,61.01,6.72,286.11,Maize
119.43,32.06,59.07,20.52,66.87,5.18,285.34,Maize
72.65094525916274,27.184097948957845,25.229937816945533,26.54857805070944,89.23132087670396,6.1837371554952645,251.23697843601798,Millet
113.96,82.32,53.94,34.16,62.28,5.9,274.9,Soybean
99.53,44.34,50.4,35.42,81.81,6.52,50.4,Pulses
29.16,35.7,20.1,22.1,85.37,6.69,123.51,Sugarcane
73.34,52.21,44.84,31.81,65.84,6.09,112.46,Millet
72.83,26.72,25.5,26.13,89.48,5.98,250.67,Sugarcane
76.95,52.7,77.79,23.41,52.71,6.89,118.14,Barley
26.78,60.49,66.54,30.39,59.67,7.13,155.42,Maize
42.85,39.02,68.08,28.19,58.66,5.93,129.3,Rice
101.13,15.56,60.28,30.84,89.37,5.46,135.82,Soybean
115.93,73.85,15.53,29.88,65.07,5.53,196.91,Maize
53.28,24.07,21.5,31.38,61.95,6.01,278.47,Millet
34.0,51.69,26.99,21.96,75.77,5.27,111.63,Sugarcane
74.45,51.07,67.34,26.13,51.24,7.62,100.67,Soybean
37.86,21.35,35.54,21.46,86.44,5.58,237.74,Wheat
81.9,90.32,30.32,28.04,55.7,5.56,155.44,Cotton
116.43,17.62,65.51,21.77,65.95,6.51,298.55,Millet
25.97,44.47,55.9,23.45,54.6,5.88,286.86,Wheat
46.1,16.27,13.66,27.61,71.15,6.6,164.64,Soybean
28.84,36.3,19.53,21.91,85.25,7.01,124.44,Sugarcane
114.12,82.5,53.98,34.04,62.3,5.93,274.57,Soybean
37.04,64.07,31.72,29.03,75.26,5.67,138.69,Maize
89.02,29.17,44.95,26.14,60.39,7.43,251.16,Rice
64.49,68.78,33.2,28.67,72.38,7.56,53.16,Barley
89.37,29.12,45.16,25.84,60.27,7.91,251.36,Rice
39.23,32.19,73.69,24.29,61.86,6.33,237.51,Rice
87.83,23.37,25.11,21.36,60.07,7.15,135.73,Sugarcane
57.78,48.39,20.23,32.78,88.56,7.19,184.03,Maize
109.17,88.34,48.03,24.77,54.47,5.65,137.03,Maize
91.04,16.8,12.14,34.62,77.18,7.55,228.9,Pulses
26.31,44.29,56.43,23.05,55.2,6.0,286.94,Wheat
21.22,34.48,40.02,31.28,85.76,6.83,177.46,Wheat
31.01,28.77,33.18,22.0,71.64,5.77,265.57,Groundnut
34.86,76.55,64.87,30.97,71.5,7.12,238.37,Cotton
82.5,89.74,30.41,27.85,56.44,6.22,155.18,Cotton
30.15,43.75,9.92,25.43,87.95,6.15,70.87,Barley
75.98023079446156,87.61713673089788,54.10920407904068,34.44546271838856,58.438429807383656,6.750562065671586,102.16502650809697,Wheat
109.11952132967387,81.14259676851873,38.76010975059089,33.47596020371879,88.0634271535153,7.747796556395256,74.16128147809825,Cotton
77.45,53.39,78.4,22.97,52.71,7.29,118.42,Barley
92.32,14.05,61.45,32.64,65.3,6.17,117.9,Maize
116.04,84.73,36.62,21.15,64.13,6.87,91.87,Pulses
108.79,88.08,48.42,24.79,54.15,5.72,136.81,Maize
116.49,84.59,36.63,21.49,64.11,7.27,91.61,Pulses
45.58,19.46,32.62,32.49,60.09,6.88,193.92,Wheat
102.94,41.7,35.23,22.3,65.87,6.89,164.04,Sugarcane
102.68,45.03,13.09,28.82,60.98,6.63,286.2,Maize
109.13,81.11,37.73,33.97,87.77,7.73,74.37,Sugarcane
41.01,20.43,67.48,24.64,66.01,7.31,257.97,Cotton
20.397092442297307,77.26753383724716,67.04642786168783,31.291353213270778,72.67570475810425,6.69135851429271,53.00832960700414,Sugarcane
96.46,37.22,25.16,23.99,55.0,6.52,214.2,Sugarcane
87.18,50.08,46.13,25.61,53.63,6.18,120.88,Soybean
44.21,12.4,68.03,25.87,84.93,6.29,73.69,Rice
38.21,76.19,77.89,21.82,59.08,5.9,210.01,Sugarcane
58.08,48.25,20.33,32.11,89.03,7.22,184.47,Maize
27.47,59.74,66.59,30.22,60.12,7.22,154.65,Maize
42.16,56.5,75.36,25.26,87.92,5.9,54.96,Millet
55.79,46.05,53.97,33.98,80.36,5.65,195.08,Sugarcane
34.51,76.88,64.59,30.51,70.69,6.93,237.92,Cotton
112.96,49.33,51.54,34.64,84.27,5.7,228.44,Groundnut
116.14,74.13,15.92,30.59,65.18,5.82,197.24,Maize
86.65,50.19,45.7,25.71,54.05,5.48,120.69,Soybean
95.14,46.76,43.14,24.4,86.7,6.04,275.66,Maize
20.47,72.49,29.79,26.89,52.91,7.38,245.85,Pulses
29.17,35.69,20.27,22.5,84.9,6.99,123.61,Sugarcane
102.59,45.18,13.24,28.57,60.6,7.28,286.37,Maize
95.2,41.3,10.03,30.36,61.01,6.87,134.63,Barley
106.81,38.51,32.05,20.49,80.72,6.33,118.94,Maize
109.28,81.49,37.56,34.08,88.29,7.24,73.74,Sugarcane
69.77,89.44,46.64,21.47,83.61,6.45,98.88,Groundnut
29.8,43.86,9.93,25.46,88.33,6.5,70.88,Barley
20.99,33.98,40.39,31.3,85.93,6.98,176.62,Wheat
32.736854858943175,24.307262077455025,14.648107802019533,19.603059709102236,49.52156541700419,6.442917186564824,75.12571206522838,Sugarcane
42.35,56.55,74.73,25.99,88.42,5.63,55.2,Millet
109.97,38.46,53.73,32.11,61.76,5.9,233.87,Groundnut
36.75,63.67,32.3,28.44,75.41,5.94,138.89,Maize
70.5,17.74,21.3,21.41,50.78,6.25,126.36,Soybean
38.04,76.18,78.25,21.93,58.73,6.38,210.12,Sugarcane
118.61,31.67,59.25,19.83,66.64,5.39,284.66,Maize
88.17,23.21,25.21,21.45,60.23,7.73,136.32,Sugarcane
101.18,38.56,12.75,30.64,76.02,7.04,54.14,Cotton
59.51,26.93,79.17,21.61,70.05,7.16,296.96,Wheat
106.72,66.15,29.11,28.49,50.85,7.12,121.44,Millet
94.55,40.85,10.29,30.98,60.97,6.66,135.49,Barley
72.7,27.08,24.57,25.88,88.96,5.71,250.95,Sugarcane
23.95,77.35,17.22,34.4,60.57,6.44,206.46,Rice
26.68,59.79,66.72,30.65,59.7,7.06,154.61,Maize
95.41,48.27,62.8,28.89,85.34,6.62,145.34,Groundnut
27.22,60.35,66.56,30.91,60.21,6.94,154.86,Maize
47.32,51.92,13.77,25.35,65.55,6.82,184.01,Sugarcane
19.94,72.44,29.66,27.43,53.49,7.27,246.09,Pulses
30.35,44.33,9.94,24.52,88.11,6.61,71.4,Barley
95.22,41.48,10.38,30.54,61.44,6.83,134.98,Barley
41.91,16.62,75.94,20.88,84.55,6.09,159.44,Maize
118.79,32.08,59.01,19.93,67.27,5.12,285.23,Maize
97.34,40.98,28.87,28.69,65.74,6.49,136.0,Maize
77.71,56.07,77.45,31.18,87.25,7.22,298.31,Groundnut
37.41,27.36,68.06,23.68,56.56,7.72,289.24,Sugarcane
69.99,89.28,46.63,21.03,83.54,6.59,98.79,Groundnut
87.29,50.43,45.82,24.97,54.24,5.5,120.65,Soybean
69.62,17.86,21.41,20.81,50.69,6.33,126.31,Soybean
41.61,56.91,74.96,25.32,87.66,6.25,55.33,Millet
55.16,58.42,71.68,28.07,54.81,7.0,120.5,Rice
46.0,18.98,32.82,32.61,59.92,6.33,194.11,Wheat
32.82,24.43,15.15,20.22,50.43,5.74,74.63,Pulses
43.76,11.74,68.38,25.67,84.94,5.67,74.16,Rice
115.72,73.5,15.72,30.68,64.66,5.77,197.12,Maize
118.53,32.45,58.73,20.22,66.86,5.17,285.28,Maize
28.9,36.31,19.78,22.62,84.53,7.22,124.26,Sugarcane
37.98,76.36,77.51,22.24,59.16,6.13,210.35,Sugarcane
39.39,26.28,41.3,33.03,68.66,7.08,168.14,Soybean
41.5,17.01,76.45,20.73,84.66,5.73,158.56,Maize
73.02,27.06,25.43,25.51,89.48,6.28,251.43,Sugarcane
113.33,49.47,52.44,34.46,84.2,6.11,227.53,Groundnut
83.19,43.32,70.55,28.09,66.44,6.06,215.43,Millet
106.25,62.98,64.19,33.37,77.33,6.53,292.63,Barley
59.58,27.16,78.54,22.07,69.93,6.5,296.67,Wheat
89.1,29.2,45.3,25.57,60.43,7.73,250.92,Rice
115.86537321519742,73.71037487383607,15.439877923518102,30.028465219351478,65.2525451821977,6.0468314901711855,197.00804185741325,Wheat
77.3,53.15,77.74,23.02,52.81,7.15,118.29,Barley
60.66,35.93,57.58,23.73,75.86,6.18,160.41,Millet
113.77,82.23,54.11,34.06,62.5,5.64,275.3,Soybean
24.77,86.94,36.37,28.74,86.88,5.27,228.21,Sugarcane
73.88,50.51,66.79,25.88,50.5,6.94,101.41,Soybean
30.15,43.82,10.0,24.85,87.71,6.55,71.41,Barley
59.38,72.89,61.68,27.29,59.02,7.27,60.47,Millet
19.98,72.17,30.27,27.59,53.35,6.89,246.4,Pulses
28.99,17.81,59.03,23.66,60.82,7.46,157.97,Sugarcane
53.38,86.19,56.44,33.25,55.65,6.34,64.1,Wheat
44.26,12.15,67.84,25.38,85.4,5.8,74.28,Rice
77.6,55.71,77.43,31.19,87.27,7.0,297.76,Groundnut
97.02,60.28,25.32,32.77,52.15,6.69,282.71,Wheat
57.56,48.09,19.6,32.04,89.28,7.63,183.83,Maize
36.57,27.06,68.0,23.26,57.11,7.74,289.07,Sugarcane
82.66,30.68,21.87,32.05,54.93,7.59,270.42,Sugarcane
113.46,49.37,51.67,34.0,83.95,5.76,227.96,Groundnut
46.53,52.36,13.53,24.99,65.54,7.15,184.37,Sugarcane
116.00382092526092,85.2337879400339,37.33155920899824,21.144072331712906,64.07404824903732,7.144195955442278,91.2746575567555,Sugarcane
73.16,26.75,25.19,26.07,88.6,5.93,250.82,Sugarcane
30.35,46.23,33.05,32.59,67.08,6.69,73.99,Soybean
30.86,28.63,33.39,21.18,71.69,6.11,265.79,Groundnut
72.94,52.18,44.72,32.23,66.34,6.15,112.17,Millet
55.33,58.33,71.89,27.83,55.26,7.14,120.13,Rice
76.9,53.25,78.27,22.73,53.31,6.48,118.0,Barley
38.93,31.91,73.75,24.41,62.33,6.66,237.6,Rice
108.5,81.48,38.08,33.61,87.63,7.59,73.93,Sugarcane
35.12,10.04,19.98,34.23,70.46,7.13,187.42,Rice
43.22,38.65,68.04,28.21,58.57,6.15,128.79,Rice
29.7,44.44,10.35,24.69,87.87,5.91,70.7,Barley
92.19,80.73,33.82,21.86,50.8,5.66,146.95,Cotton
53.08,85.69,56.19,32.68,55.57,6.58,64.15,Wheat
51.877200398644085,14.709905750841447,19.977348105929444,28.91124310574484,55.790362592410546,6.765960975505927,136.89974289555224,Rice
86.99,53.71,73.67,33.03,87.71,6.64,138.06,Maize
116.42,84.7,36.87,21.0,64.4,7.59,91.53,Pulses
43.69,12.43,68.3,25.23,85.32,5.71,74.4,Rice
25.18,87.18,35.53,28.76,87.39,6.1,227.55,Sugarcane
31.23,28.7,32.81,21.82,72.12,5.95,266.16,Groundnut
83.2,31.47,21.65,32.18,55.22,6.88,270.3,Sugarcane
109.36,88.28,48.16,24.73,54.07,5.88,136.73,Maize
57.89,48.3,20.02,32.07,89.04,7.6,184.12,Maize
100.87,38.85,13.31,30.29,75.89,6.64,54.31,Cotton
79.28,17.85,28.18,27.63,84.7,5.92,226.38,Maize
96.11,36.63,24.95,24.01,54.57,7.25,213.74,Sugarcane
21.29,34.19,40.3,31.21,86.38,7.24,177.5,Wheat
49.09,35.28,43.84,24.3,50.66,7.24,86.9,Sugarcane
95.55,36.98,24.9,24.42,54.94,7.07,213.76,Sugarcane
22.11,40.99,66.84,27.14,54.29,6.3,295.32,Wheat
100.79,16.19,59.54,30.84,89.45,6.11,135.96,Soybean
94.95,47.08,43.45,24.32,86.6,6.54,276.46,Maize
115.9,84.78,36.72,20.9,64.12,6.91,91.92,Pulses
51.11,14.59,20.19,30.12,55.54,6.73,136.73,Maize
74.19,50.51,67.37,25.45,51.41,7.14,101.42,Soybean
96.61,41.42,29.4,28.3,66.45,6.11,135.81,Maize
115.62,18.12,66.46,21.9,65.92,6.6,298.57,Millet
20.85,33.78,40.3,31.8,85.73,7.46,177.25,Wheat
24.07,12.55,39.45,29.76,59.98,6.32,238.06,Wheat
57.59,47.51,20.47,32.94,88.83,7.12,184.45,Maize
56.24,51.88,46.29,23.79,80.55,5.98,283.78,Groundnut
42.18,56.73,75.0,25.89,88.17,5.31,54.52,Millet
26.25,43.99,55.74,23.92,55.27,5.71,287.42,Wheat
76.47,87.91,53.8,33.78,58.47,6.93,102.18,Cotton
87.02665894917773,50.15739591551011,45.57869033403679,25.648901744309665,53.81316801609561,5.131637286261854,120.99668552045253,Groundnut
32.78,24.43,14.9,20.37,50.03,6.66,75.43,Pulses
21.22,34.46,40.21,31.27,85.8,7.21,177.47,Wheat
56.32,52.08,46.04,23.85,80.52,6.23,284.41,Groundnut
112.73,48.75,51.78,34.55,84.12,5.93,228.07,Groundnut
29.76,41.43,56.09,22.18,78.97,6.55,274.86,Wheat
26.22,43.8,55.86,23.29,55.19,5.64,286.95,Wheat
21.4,78.4,67.46,31.58,72.56,5.87,52.58,Rice
37.58,75.85,77.56,22.09,58.98,5.94,209.79,Sugarcane
71.5,52.92,71.35,25.84,51.44,7.15,253.94,Wheat
101.03,16.14,60.4,30.94,88.6,5.43,135.57,Soybean
94.92,40.98,9.98,31.15,60.86,6.17,134.56,Barley
36.86,63.65,32.33,28.96,74.71,5.93,138.89,Maize
44.58,56.46,63.41,25.12,88.16,7.04,299.66,Rice
96.75,59.94,25.29,32.75,51.76,6.92,283.49,Wheat
39.34,25.67,40.76,32.85,68.79,6.45,168.18,Soybean
21.15,34.12,39.8,31.4,85.92,6.62,177.44,Wheat
74.4,51.2,67.4,25.67,50.79,7.13,100.75,Soybean
37.02,27.45,68.35,24.07,57.22,7.24,289.44,Sugarcane
28.56,18.04,58.84,24.17,60.52,7.45,158.37,Sugarcane
23.77,13.25,38.62,28.93,60.1,5.52,237.96,Wheat
83.47,43.21,70.59,28.53,66.35,6.3,214.81,Millet
25.8,44.46,55.52,23.17,54.59,6.03,287.17,Wheat
73.91,51.33,66.59,25.92,50.94,7.59,101.29,Soybean
95.3266573712593,46.52634565106609,43.03598076708185,23.607294217144474,86.44067600860973,6.364894744427894,276.01762607700965,Soybean
89.71,18.31,62.64,21.23,89.45,6.87,247.44,Wheat
70.15,89.28,47.46,21.24,84.16,6.6,98.6,Groundnut
24.5,86.74,36.23,28.88,86.9,5.92,228.18,Sugarcane
20.83,33.78,39.7,31.31,86.41,7.06,177.28,Wheat
22.049332559303767,40.691056640536935,66.71666653776026,27.35452967963191,53.602392226101145,6.383643586666351,295.096203031424,Soybean
116.08,17.67,65.58,21.88,65.75,5.93,298.9,Millet
88.06,22.79,25.47,21.66,59.95,7.65,135.71,Sugarcane
54.58,58.29,72.25,27.79,54.92,7.72,119.71,Rice
44.18,11.5,67.74,25.6,84.72,5.87,73.64,Rice
113.15,49.15,51.7,34.74,83.59,5.62,227.82,Groundnut
89.46,29.01,45.08,25.95,59.85,7.07,250.72,Rice
21.68,41.36,66.72,27.39,53.91,6.03,294.77,Wheat
41.67,17.04,76.21,21.27,84.94,5.85,158.86,Maize
77.11,53.04,78.37,22.86,52.8,6.64,118.41,Barley
60.12,58.72,41.33,30.85,68.23,6.18,202.46,Sugarcane
51.35,14.9,20.13,29.79,55.91,6.38,137.19,Maize
91.33,17.36,12.2,34.18,76.66,6.9,229.26,Pulses
100.19,43.98,49.73,35.11,82.02,6.35,49.7,Pulses
91.65,14.18,60.92,32.3,65.45,5.74,118.3,Maize
105.05,79.14,44.4,28.42,82.07,7.24,164.49,Sugarcane
109.63020479701176,38.402897608530616,54.463293453436535,33.52141368729381,61.69220230923492,5.203970806302463,233.337885497599,Rice
88.68,28.61,44.87,25.69,59.94,7.68,251.13,Rice
96.53,59.61,24.55,32.72,52.22,6.86,282.75,Wheat
112.84,48.73,51.77,34.07,84.5,6.03,227.58,Groundnut
35.36,76.55,64.56,30.85,70.88,6.85,237.6,Cotton
58.56,73.47,62.41,26.62,58.64,6.36,59.7,Millet
24.81,87.27,36.06,28.02,86.76,5.28,227.52,Sugarcane
43.61,12.44,67.79,25.85,85.28,5.41,73.52,Rice
42.15,56.63,74.62,25.16,87.97,6.19,55.06,Millet
38.99,26.0,41.18,32.2,68.85,6.65,167.62,Soybean
48.77,35.05,44.16,24.92,51.44,6.88,86.63,Sugarcane
37.32,26.87,67.63,24.03,57.33,7.73,288.76,Sugarcane
75.83,87.79,53.55,33.68,58.22,6.69,101.74,Cotton
91.65,81.03,33.95,22.41,50.89,5.61,147.13,Cotton
88.92,28.68,45.05,26.44,59.92,7.45,250.65,Rice
97.3,60.34,24.97,32.67,52.29,6.38,282.85,Wheat
38.05,75.61,77.99,22.35,58.7,6.26,209.9,Sugarcane
88.78,28.61,44.96,26.47,60.38,7.05,250.73,Rice
44.3,12.49,67.67,25.28,84.67,5.69,74.1,Rice
20.86,34.12,40.35,31.69,85.93,6.97,177.26,Wheat
87.73,23.47,25.33,21.05,59.91,7.88,136.13,Sugarcane
48.74,34.57,43.84,24.35,50.78,7.16,86.85,Sugarcane
45.73,19.28,33.18,32.19,60.05,6.71,193.5,Wheat
97.95,52.23,33.91,20.96,62.69,6.5,51.9,Pulses
97.63,52.1,33.86,21.3,63.05,6.32,52.49,Pulses
38.97,26.38,40.78,32.85,69.12,6.93,167.91,Soybean
109.0,81.15,38.36,33.95,88.32,7.2,74.24,Sugarcane
42.1,16.76,76.27,21.17,85.46,5.44,159.07,Maize
109.0,81.37,37.98,33.51,88.13,7.04,73.94,Sugarcane
73.66,51.31,66.75,26.1,51.23,7.52,101.23,Soybean
31.24,28.75,32.66,21.33,71.65,6.27,266.39,Groundnut
96.54,40.57,29.26,27.81,65.63,6.07,136.34,Maize
35.12,76.82,65.5,30.84,70.88,7.47,238.31,Cotton
83.09892947118222,30.56020579346172,22.258055722009555,31.440903603972703,55.60597720392052,7.8563461753688735,269.94919826786526,Barley
21.42,34.07,40.38,31.69,86.17,7.38,176.76,Wheat
49.476127631137146,34.79297434288556,44.42410878786996,24.582492873938907,51.097746576119356,6.932667091622607,86.84101137199659,Millet
29.68,41.19,55.72,21.95,79.06,6.11,275.43,Wheat
58.79,72.66,61.58,26.89,59.36,7.13,59.75,Millet
103.44,44.63,13.39,28.55,61.24,6.7,286.44,Maize
73.8,51.42,66.71,25.61,50.73,7.44,100.68,Soybean
26.35,75.29,54.01,20.31,89.08,6.01,91.58,Rice
61.2,36.02,57.61,23.49,75.88,6.1,159.67,Millet
113.21,49.23,52.2,34.34,84.16,5.97,227.83,Groundnut
52.76,85.92,56.23,33.04,55.96,7.2,64.15,Wheat
53.38,86.15,55.53,32.73,56.44,6.6,63.77,Wheat
101.02,16.3,60.44,30.68,88.66,5.97,135.61,Soybean
20.67,77.62,66.86,30.73,72.96,6.43,53.33,Rice
96.68,60.0,24.99,32.13,52.39,6.84,282.98,Wheat
76.33,87.52,54.12,33.78,58.41,7.45,101.89,Cotton
104.53,78.56,43.97,27.96,81.75,6.45,163.96,Sugarcane
45.44,56.27,62.96,24.89,88.11,7.56,299.57,Rice
24.14,13.05,39.4,29.13,60.49,5.69,238.36,Wheat
95.1,48.37,63.16,29.37,85.07,7.04,144.6,Groundnut
41.39,20.19,67.29,24.85,66.46,7.36,257.72,Cotton
29.56,43.51,9.54,24.71,88.01,6.4,70.64,Barley
100.18,43.74,50.36,34.93,82.0,5.86,49.54,Pulses
41.59,17.27,76.15,21.35,85.48,5.4,158.72,Maize
29.63,46.09,32.67,32.76,66.52,6.75,74.23,Soybean
104.88,78.85,43.83,28.24,81.98,6.85,163.96,Sugarcane
81.79,90.27,29.95,28.33,55.69,5.54,155.19,Cotton
34.77,76.66,65.13,31.17,70.77,7.43,238.44,Cotton
52.95,85.84,55.78,32.84,55.77,6.39,63.91,Wheat
41.89,16.95,75.89,20.8,85.05,6.14,158.59,Maize
20.88,33.79,39.64,31.78,85.71,7.35,176.71,Wheat
91.17,17.28,11.55,34.2,77.24,6.64,229.19,Pulses
29.25,35.81,19.61,22.85,85.46,7.05,124.33,Sugarcane
44.17,12.33,68.0,26.01,85.29,5.59,73.59,Rice
70.36,18.26,21.06,21.37,50.85,5.88,125.69,Soybean
105.23,78.82,43.89,28.6,82.22,7.2,163.76,Sugarcane
58.43,47.57,19.95,32.72,89.09,7.74,183.91,Maize
88.12,23.42,24.63,21.07,59.78,7.89,135.99,Sugarcane
33.22,23.98,14.85,20.02,49.78,5.85,75.07,Pulses
103.0,45.17,13.21,28.42,61.07,6.64,285.69,Maize
